sep=;
1.34185;1.21512;13.7291;14.5755;0.353173;0.303341;1.09113;0.142073;18.4689;22.5612
0.00408291;1;0;1.90188;0;0.943499;0;0.582202;0;179.869
name;Surface Area;Compactness;Bounding Box Volume;Diameter;Eccentricity;D1-1;D1-2;D1-3;D1-4;D1-5;D1-6;D1-7;D1-8;D1-9;D1-10;D1-11;D1-12;D1-13;D1-14;D2-1;D2-2;D2-3;D2-4;D2-5;D2-6;D2-7;D2-8;D2-9;D2-10;D2-11;D2-12;D2-13;D2-14;D3-1;D3-2;D3-3;D3-4;D3-5;D3-6;D3-7;D3-8;D3-9;D3-10;D3-11;D3-12;D3-13;D3-14;D4-1;D4-2;D4-3;D4-4;D4-5;D4-6;D4-7;D4-8;D4-9;D4-10;D4-11;D4-12;D4-13;D4-14;A3-1;A3-2;A3-3;A3-4;A3-5;A3-6;A3-7;A3-8;A3-9;A3-10;A3-11;A3-12;A3-13;A3-14
Bearing/359.off;0.0953626;-0.0723168;0.377205;-0.0537946;-0.355249;0;0.0831937;0.0984087;0.172111;0.223479;0.299135;0.0281965;0.0348967;0.0170296;0.0171692;0.0194026;0.00697934;0;0;0.0534142;0.16225;0.219354;0.227894;0.163889;0.0991093;0.0502547;0.0238352;0;0;0;0;0;0;0.017891;0.12643;0.248249;0.253212;0.178706;0.101356;0.0510286;0.0196077;0.00351779;1.03101e-06;0;0;0;0;0.0393602;0.180605;0.284778;0.2309;0.14413;0.0760496;0.0320977;0.0104966;0.00156128;2.05859e-05;0;0;0;0;0.0819003;0.134105;0.131407;0.116208;0.115442;0.124137;0.0904311;0.0576844;0.0421106;0.0354068;0.0290773;0.0225972;0.0144634;0.00503042;
Bearing/360.off;-0.282835;-0.345371;-0.517874;-0.268516;0.0548637;0;0.200455;0.165909;0.162273;0.152727;0.15;0.117727;0.0509091;0;0;0;0;0;0;0.100771;0.310024;0.201215;0.152875;0.114687;0.0770562;0.0381199;0.00525247;0;0;0;0;0;0;0.0504411;0.301738;0.410297;0.224021;0.0135036;0;0;0;0;0;0;0;0;0;0.103349;0.41256;0.411143;0.0729403;7.59569e-06;0;0;0;0;0;0;0;0;0;0.15587;0.199566;0.114864;0.0776484;0.060204;0.0517284;0.050593;0.0468399;0.0473725;0.0500005;0.0525656;0.0480971;0.0332115;0.011439;
Bird/251.off;-0.407995;-0.214996;-0.49877;-0.320619;1.0045;0.0329322;0.350538;0.189044;0.120013;0.117796;0.102597;0.0867638;0.000316656;0;0;0;0;0;0;0.186182;0.310091;0.230109;0.154191;0.0676298;0.0371525;0.0138047;0.000840283;0;0;0;0;0;0;0.128247;0.484889;0.308578;0.0738769;0.00440765;0;0;0;0;0;0;0;0;0;0.258899;0.606225;0.132715;0.0021604;0;0;0;0;0;0;0;0;0;0;0.19822;0.178384;0.108549;0.0717677;0.0583457;0.0512855;0.0444523;0.0389054;0.039775;0.0435868;0.0494101;0.0512628;0.0459945;0.0200613;
Bird/252.off;-0.250179;-0.0156265;-0.129895;-0.318974;-0.263908;0.0155881;0.0740041;0.281688;0.194143;0.176823;0.125807;0.0774681;0.0540072;0.000472367;0;0;0;0;0;0.105953;0.227286;0.23184;0.205948;0.144733;0.066534;0.0170396;0.000666101;0;0;0;0;0;0;0.0517706;0.267993;0.308061;0.214516;0.108186;0.039531;0.00893865;0.000993069;1.13435e-05;0;0;0;0;0;0.0902904;0.340677;0.317746;0.173048;0.0618031;0.0143413;0.00202102;7.26828e-05;0;0;0;0;0;0;0.104383;0.157776;0.146742;0.12289;0.0909107;0.0705017;0.0590229;0.0555145;0.0561114;0.0489988;0.037853;0.0268144;0.0166841;0.00579713;
Bird/253.off;-0.27871;0.0445404;-0.240503;-0.310903;0.0715663;0;0.21074;0.201979;0.179429;0.146658;0.126703;0.103666;0.0308241;0;0;0;0;0;0;0.105752;0.22256;0.235903;0.230061;0.144512;0.0425073;0.0166029;0.00210236;0;0;0;0;0;0;0.0571603;0.262763;0.310051;0.202607;0.106664;0.0483916;0.0120414;0.000318617;2.06224e-06;0;0;0;0;0;0.113823;0.391564;0.330595;0.131106;0.0293463;0.00346118;0.00010403;0;0;0;0;0;0;0;0.117442;0.141595;0.121096;0.1114;0.101393;0.0822878;0.0651281;0.0540371;0.0471301;0.0442597;0.0423048;0.0373239;0.0250524;0.00954955;
Bird/254.off;-0.395368;-0.00720525;-0.499961;-0.320818;1.60183;0.0676196;0.256734;0.229797;0.199835;0.116273;0.07779;0.0519516;0;0;0;0;0;0;0;0.18011;0.303836;0.268845;0.152563;0.0618613;0.0263884;0.00618172;0.00021506;0;0;0;0;0;0;0.13146;0.45085;0.290506;0.0979832;0.0273299;0.00187034;0;0;0;0;0;0;0;0;0.282281;0.588178;0.125407;0.00413427;0;0;0;0;0;0;0;0;0;0;0.173867;0.176566;0.126346;0.0923469;0.0718673;0.0586179;0.0480284;0.0416801;0.0394739;0.0391026;0.0399133;0.0399505;0.0357258;0.0165138;
Bird/255.off;-0.334684;-0.159483;-0.337026;-0.320635;-0.216844;0.0320538;0.163039;0.308666;0.210922;0.118718;0.0995251;0.0613376;0.00573803;0;0;0;0;0;0;0.13898;0.262109;0.282226;0.200663;0.0776293;0.0302606;0.00785645;0.000276051;0;0;0;0;0;0;0.0780864;0.352088;0.3265;0.178596;0.0597802;0.00492668;2.1658e-05;0;0;0;0;0;0;0;0.133845;0.438832;0.302816;0.10135;0.0215772;0.00157948;1.08406e-06;0;0;0;0;0;0;0;0.109756;0.154026;0.141684;0.114164;0.0929687;0.076644;0.0628725;0.0540239;0.0483565;0.0437626;0.040833;0.0334177;0.0208052;0.00668519;
Bird/256.off;-0.266889;-0.122198;-0.129591;0.154094;-0.172837;0.0167504;0.153769;0.270854;0.179062;0.165997;0.107705;0.0743719;0.0304858;0.00100503;0;0;0;0;0;0.0999097;0.251786;0.268253;0.21289;0.120687;0.0367211;0.00870345;0.00103517;1.50025e-05;0;0;0;0;0;0.0583374;0.27603;0.316612;0.20107;0.0986062;0.0386241;0.0100685;0.00065171;0;0;0;0;0;0;0.121195;0.405836;0.318378;0.120051;0.0305474;0.0039566;3.68459e-05;0;0;0;0;0;0;0;0.108879;0.141145;0.136109;0.120874;0.104155;0.0848497;0.0693033;0.0560651;0.0465177;0.0406527;0.0343846;0.0278052;0.0200928;0.00916807;
Bird/257.off;-0.33491;1.52773;-0.462901;-0.319709;1.23164;0.0337237;0.184075;0.319438;0.217799;0.145199;0.0693208;0.0299766;0.000468384;0;0;0;0;0;0;0.159397;0.290259;0.327031;0.144697;0.0587414;0.0177463;0.00211999;9.0042e-06;0;0;0;0;0;0;0.147564;0.344931;0.317325;0.160977;0.0268255;0.0023108;6.60522e-05;0;0;0;0;0;0;0;0.314147;0.530972;0.145776;0.00902218;8.26525e-05;0;0;0;0;0;0;0;0;0;0.153251;0.148097;0.126503;0.105353;0.0838905;0.0666004;0.0578676;0.0510706;0.0460413;0.0431355;0.0403536;0.0345936;0.0276904;0.0155524;
Bird/258.off;0.0808827;0.283935;0.627959;0.213396;-0.277297;0;0.000670691;0.0832774;0.104516;0.199978;0.251621;0.223452;0.0459423;0.0471719;0.0433713;0;0;0;0;0.0759754;0.128403;0.127404;0.161325;0.200751;0.186975;0.088786;0.0288486;0.00153219;0;0;0;0;0;0.0396109;0.126485;0.186604;0.205796;0.18858;0.131317;0.079929;0.0306828;0.0085178;0.00230289;0.000174211;0;0;0;0.0718117;0.199315;0.234055;0.210203;0.144622;0.0799366;0.0401991;0.0160419;0.00344932;0.000342332;2.38332e-05;0;0;0;0.119368;0.113551;0.117358;0.11954;0.116851;0.0966315;0.0825948;0.0579612;0.0467939;0.043244;0.0382476;0.0279176;0.015279;0.00466238;
Bird/259.off;-0.164993;-0.0906161;-0.0295191;-0.336247;-0.221199;0.0160843;0.0953966;0.2132;0.208652;0.169717;0.136883;0.10893;0.051137;0;0;0;0;0;0;0.0850583;0.205903;0.231144;0.231133;0.164551;0.0612157;0.0195981;0.00139615;0;0;0;0;0;0;0.0353029;0.212151;0.301087;0.228747;0.135281;0.0656862;0.020617;0.00112889;0;0;0;0;0;0;0.0731241;0.312849;0.342982;0.181365;0.0667629;0.0192124;0.00356299;0.000141913;0;0;0;0;0;0;0.0983745;0.151481;0.141215;0.123975;0.102566;0.0806446;0.0647734;0.0562857;0.0505043;0.0436795;0.0359816;0.0278609;0.0171279;0.00553095;
Bird/260.off;0.0243307;0.0390464;0.448756;-0.215833;-0.310859;0.0128154;0.0969163;0.144173;0.232679;0.301962;0.152583;0.0292351;0.0164197;0.00480577;0.00600721;0.00240288;0;0;0;0.126388;0.218875;0.207091;0.201679;0.180218;0.0592098;0.00604553;0.000494207;0;0;0;0;0;0;0.0698514;0.253425;0.329982;0.221733;0.0709679;0.0365397;0.0145734;0.002809;0.000117644;1.03196e-06;0;0;0;0;0.0928394;0.332131;0.329935;0.167577;0.0547715;0.0158343;0.00484612;0.00177022;0.00027351;2.17072e-05;0;0;0;0;0.113315;0.138683;0.123775;0.116812;0.105727;0.0886089;0.0737988;0.0601628;0.0515929;0.0436947;0.0359109;0.0269882;0.0158873;0.00504332;
Bust/301.off;0.00987212;-0.376611;-0.181222;-0.219136;-0.291693;0;0.04853;0.17326;0.209144;0.201902;0.17888;0.161262;0.0270212;0;0;0;0;0;0;0.049377;0.16819;0.291314;0.226161;0.137088;0.0875379;0.0373738;0.0029583;0;0;0;0;0;0;0.0178439;0.121678;0.263279;0.308998;0.213462;0.0714201;0.00331784;0;0;0;0;0;0;0;0.0346337;0.182846;0.303057;0.290088;0.157623;0.0311533;0.000597601;0;0;0;0;0;0;0;0.0686558;0.138967;0.151476;0.127403;0.108374;0.0955397;0.0826983;0.0678743;0.0530947;0.0399842;0.0294036;0.020655;0.0119961;0.00387841;
Bust/302.off;0.226489;-0.360094;0.142703;-0.162368;-0.309785;0.00501836;0.0330477;0.0761322;0.199266;0.200612;0.228274;0.171236;0.0864137;0;0;0;0;0;0;0.0355828;0.122945;0.241237;0.241483;0.184504;0.11035;0.0528431;0.0110545;0;0;0;0;0;0;0.0102157;0.0768067;0.191176;0.290191;0.256887;0.13512;0.0359708;0.00363203;1.03095e-06;0;0;0;0;0;0.0211331;0.122995;0.238629;0.287567;0.220835;0.0897362;0.0179381;0.00116467;1.08342e-06;0;0;0;0;0;0.0579806;0.127442;0.154427;0.145578;0.124783;0.104309;0.0864476;0.0678892;0.0500844;0.0342003;0.0226431;0.0142325;0.00744461;0.00253927;
Bust/303.off;0.321755;-0.366512;0.18776;0.372256;-0.31439;0;0.0201919;0.121551;0.229908;0.189324;0.180528;0.0605758;0.0657737;0.094962;0.0307877;0.00639744;0;0;0;0.036681;0.11336;0.206624;0.263992;0.164198;0.115207;0.0698463;0.0272142;0.00287755;0;0;0;0;0;0.00915399;0.0720861;0.170882;0.256562;0.244614;0.165872;0.0686611;0.0111743;0.000978722;1.44385e-05;0;0;0;0;0.0214539;0.12016;0.222256;0.257965;0.212323;0.120654;0.0393604;0.00565636;0.000170157;0;0;0;0;0;0.0610138;0.123385;0.150883;0.141541;0.125352;0.107832;0.0865516;0.0668393;0.0489709;0.0354543;0.0244096;0.0160421;0.00890379;0.00282149;
Bust/304.off;-0.0617933;-0.33473;-0.239713;-0.295212;-0.219279;0.00619752;0.052579;0.0891643;0.20112;0.220712;0.183527;0.213115;0.0335866;0;0;0;0;0;0;0.0645218;0.20741;0.274523;0.137389;0.139639;0.111035;0.0565302;0.00895177;0;0;0;0;0;0;0.0244707;0.157785;0.306465;0.284696;0.188159;0.0378218;0.000602179;0;0;0;0;0;0;0;0.0430752;0.216607;0.335638;0.279806;0.114568;0.0102634;4.22763e-05;0;0;0;0;0;0;0;0.0870177;0.160376;0.137733;0.11179;0.0980507;0.0888024;0.079452;0.0671313;0.0555518;0.0436321;0.0322103;0.0214052;0.0126497;0.00419731;
Bust/305.off;0.48471;-0.349856;0.668098;-0.133662;-0.357054;0;0;0.0151939;0.17433;0.204718;0.281088;0.195922;0.117953;0.0107957;0;0;0;0;0;0.0273551;0.0949016;0.160068;0.231133;0.248682;0.152349;0.070549;0.0144557;0.000507094;0;0;0;0;0;0.00681369;0.0532769;0.131015;0.211448;0.257183;0.215129;0.100662;0.0231837;0.00128724;0;0;0;0;0;0.0158733;0.0922535;0.184618;0.238395;0.22436;0.15675;0.0696624;0.0164643;0.00162117;3.25318e-06;0;0;0;0;0.048405;0.107624;0.145173;0.16034;0.148874;0.122917;0.0927555;0.0654801;0.0443825;0.0285107;0.017965;0.0105169;0.0053466;0.00170967;
Bust/306.off;0.128364;-0.388586;0.0996758;-0.276124;-0.324407;0;0;0.182727;0.169932;0.181327;0.231108;0.179728;0.0387845;0.0163934;0;0;0;0;0;0.0407136;0.130641;0.233682;0.271372;0.16105;0.10828;0.0501034;0.00415778;0;0;0;0;0;0;0.011626;0.0841187;0.200723;0.290502;0.248225;0.133147;0.0275212;0.00401042;0.00012684;0;0;0;0;0;0.0210238;0.123162;0.239656;0.284763;0.221652;0.0939868;0.0151092;0.000647071;0;0;0;0;0;0;0.0571357;0.117146;0.151633;0.148073;0.126282;0.107264;0.0876928;0.0683709;0.0514981;0.0363154;0.0242615;0.0145288;0.00745984;0.00233881;
Bust/307.off;0.405011;-0.394418;0.326114;-0.0896427;-0.362286;0;0;0.00419832;0.122951;0.272691;0.2511;0.302079;0.0469812;0;0;0;0;0;0;0.0293168;0.0955459;0.165339;0.229537;0.271524;0.14259;0.0594408;0.00670633;0;0;0;0;0;0;0.00661189;0.0515991;0.127338;0.209556;0.265169;0.233521;0.0941408;0.0119659;9.69152e-05;0;0;0;0;0;0.0127104;0.0769406;0.163722;0.230278;0.242353;0.183826;0.0783636;0.0115692;0.000238428;0;0;0;0;0;0.0429218;0.100536;0.138808;0.151321;0.14757;0.127817;0.102026;0.0748133;0.0493929;0.0306241;0.0178984;0.00979691;0.00498302;0.00149222;
Bust/308.off;0.482325;-0.412505;0.42355;-0.233602;-0.372768;0;0;0;0.0561775;0.195322;0.340864;0.290484;0.117153;0;0;0;0;0;0;0.0259589;0.0805322;0.137561;0.201386;0.262095;0.196357;0.0826156;0.0134946;0;0;0;0;0;0;0.00555153;0.0441771;0.109264;0.180016;0.239141;0.249594;0.142474;0.0288486;0.00093316;0;0;0;0;0;0.0107553;0.0646803;0.137642;0.198351;0.224079;0.2001;0.123909;0.037875;0.00260239;5.41938e-06;0;0;0;0;0.0417294;0.0994192;0.141869;0.163131;0.154013;0.12981;0.100311;0.0710136;0.0455301;0.0267507;0.0147086;0.00743522;0.00330878;0.000971291;
Bust/309.off;0.560025;-0.382262;0.788193;0.329278;-0.360058;0;0;0;0.050991;0.21801;0.542428;0.116991;0.0446411;0.022513;0.00442563;0;0;0;0;0.0345609;0.0972555;0.148078;0.207598;0.265533;0.179531;0.0570664;0.010208;0.000170034;0;0;0;0;0;0.0086955;0.0574039;0.12736;0.197449;0.250581;0.238026;0.107317;0.0130273;0.000142296;0;0;0;0;0;0.0138256;0.0803456;0.163669;0.223757;0.231267;0.179532;0.0889362;0.0183485;0.000319735;0;0;0;0;0;0.0481111;0.10468;0.135756;0.151142;0.146725;0.126406;0.100917;0.0746589;0.0501486;0.0304855;0.0171823;0.00896026;0.00373464;0.001094;
Bust/311.off;0.252335;-0.350833;0.0278201;-0.190648;-0.327917;0;0.0267893;0.109156;0.217313;0.17453;0.173531;0.185126;0.113555;0;0;0;0;0;0;0.0395414;0.121333;0.228895;0.285307;0.157972;0.101814;0.0523841;0.0127537;0;0;0;0;0;0;0.0121984;0.0882744;0.196583;0.275166;0.249822;0.140068;0.0355659;0.00232252;0;0;0;0;0;0;0.0244892;0.131609;0.235711;0.267693;0.211472;0.103486;0.0238746;0.00165826;7.58682e-06;0;0;0;0;0;0.0593816;0.117979;0.152595;0.140522;0.12159;0.104954;0.0876492;0.0699777;0.0520432;0.0376211;0.025804;0.0169012;0.00986083;0.0031216;
Chair/101.off;-0.209372;0.628219;-0.0792447;0.267772;-0.295802;0;0.067302;0.161901;0.209319;0.16096;0.160136;0.132839;0.0977762;0.00976586;0;0;0;0;0;0.0837924;0.17139;0.201655;0.213468;0.193277;0.0899732;0.0330871;0.0125126;0.000844105;0;0;0;0;0;0.0361305;0.161362;0.235246;0.259506;0.2002;0.0830509;0.0219934;0.00250879;2.0623e-06;0;0;0;0;0;0.0593328;0.231815;0.280805;0.229095;0.129972;0.0530743;0.0150913;0.000813728;0;0;0;0;0;0;0.0923505;0.130606;0.139544;0.120644;0.103781;0.089333;0.0805678;0.0719954;0.0595436;0.0442216;0.0316956;0.0199293;0.0115198;0.00426814;
Chair/102.off;0.0896325;0.526879;0.374006;0.583695;-0.331581;0.0101402;0.0599463;0.1017;0.21354;0.172979;0.158366;0.112138;0.106472;0.0647182;0;0;0;0;0;0.048764;0.129757;0.191032;0.239076;0.204842;0.109479;0.0509436;0.0194556;0.00656989;8.10233e-05;0;0;0;0;0.014589;0.107423;0.19816;0.245368;0.228307;0.138124;0.0525541;0.0139743;0.00149459;1.03146e-06;0;0;0;0;0.0296364;0.153989;0.249577;0.251261;0.184652;0.0931736;0.0308436;0.00637826;0.000488547;0;0;0;0;0;0.0707104;0.127787;0.148803;0.139994;0.113446;0.0933857;0.079416;0.0685688;0.0547475;0.0409871;0.0291311;0.0187698;0.0108234;0.00343004;
Chair/103.off;-0.162095;0.239277;0.0169882;0.243826;-0.340661;0.0267302;0.100912;0.171571;0.219333;0.151886;0.118317;0.113966;0.0871322;0.0101533;0;0;0;0;0;0.0712269;0.164292;0.237846;0.2702;0.170227;0.0506313;0.0253742;0.00969221;0.000511064;0;0;0;0;0;0.0288523;0.160577;0.240971;0.264446;0.197489;0.078888;0.0250184;0.00373605;2.16493e-05;0;0;0;0;0;0.0448871;0.204027;0.273563;0.238993;0.153795;0.0658938;0.0171602;0.0016722;8.67551e-06;0;0;0;0;0;0.0754233;0.117804;0.142456;0.146149;0.11766;0.0952159;0.0814876;0.0705651;0.0529207;0.0384142;0.0275628;0.0183876;0.01141;0.00454381;
Chair/104.off;-0.216343;0.97094;-0.17835;0.0651326;-0.311023;0.0387149;0.116723;0.196117;0.181902;0.117069;0.139605;0.135444;0.0703802;0.00404484;0;0;0;0;0;0.0844691;0.172111;0.274002;0.271863;0.115833;0.0453644;0.0284594;0.00783693;6.10073e-05;0;0;0;0;0;0.0422398;0.185786;0.268797;0.278028;0.161825;0.0522805;0.0106015;0.000439193;0;0;0;0;0;0;0.069585;0.264318;0.308313;0.223007;0.10457;0.0270357;0.00315276;1.84182e-05;0;0;0;0;0;0;0.0840668;0.127106;0.152142;0.134751;0.107104;0.0906938;0.0794573;0.0694178;0.0536173;0.0377693;0.0278473;0.0191089;0.011888;0.00503007;
Chair/105.off;-0.197076;1.10994;-0.158533;0.0651321;-0.307476;0.0379009;0.124285;0.207213;0.178598;0.133787;0.129252;0.126012;0.053126;0.00982615;0;0;0;0;0;0.086189;0.198949;0.275499;0.250671;0.109079;0.0444292;0.0274272;0.00767389;8.30096e-05;0;0;0;0;0;0.0431979;0.200119;0.286124;0.267468;0.146046;0.0485867;0.00823834;0.000219593;0;0;0;0;0;0;0.0739555;0.280922;0.31476;0.216543;0.0901797;0.0217122;0.0019239;3.24984e-06;0;0;0;0;0;0;0.0895102;0.132962;0.144057;0.123802;0.102257;0.0853742;0.0759669;0.0676258;0.0547053;0.0423932;0.0333973;0.0252542;0.0159552;0.00673969;
Chair/106.off;0.0140485;0.729485;0.299613;0.300208;-0.356714;0.0194286;0.0705714;0.115143;0.145714;0.170286;0.235429;0.151429;0.0705714;0.0211429;0.000285714;0;0;0;0;0.0552302;0.126349;0.190165;0.270282;0.204623;0.108816;0.0329265;0.0105487;0.00105927;0;0;0;0;0;0.0176608;0.116971;0.195733;0.238883;0.224718;0.140874;0.0524077;0.0123189;0.000429165;0;0;0;0;0;0.0358412;0.170504;0.255325;0.242859;0.171672;0.0881509;0.0298843;0.00532419;0.000439523;0;0;0;0;0;0.0723694;0.118347;0.142883;0.150776;0.126348;0.0982669;0.0809895;0.0659229;0.0514422;0.0369502;0.0250701;0.01671;0.0101335;0.00379116;
Chair/107.off;-0.0680187;0.46845;-0.0991055;0.0123545;-0.316418;0.00540649;0.0796956;0.167;0.244894;0.224069;0.103324;0.0987185;0.0768923;0;0;0;0;0;0;0.0705354;0.166728;0.253535;0.277675;0.143116;0.0585811;0.0230234;0.00678029;2.60049e-05;0;0;0;0;0;0.0338186;0.177528;0.245497;0.262949;0.190106;0.0723876;0.0169305;0.000783818;0;0;0;0;0;0;0.0550596;0.230994;0.28018;0.231899;0.14299;0.0507679;0.00792597;0.000184476;0;0;0;0;0;0;0.0804799;0.120223;0.142072;0.139203;0.115186;0.0928662;0.0802974;0.0656442;0.0504764;0.0396155;0.0310389;0.0226449;0.0145727;0.00567954;
Chair/108.off;-0.0860629;0.421921;-0.0913107;0.0298919;-0.317089;0.005004;0.0510408;0.154924;0.25;0.234988;0.118695;0.111289;0.0740592;0;0;0;0;0;0;0.0682098;0.149489;0.252829;0.28349;0.150585;0.0622426;0.026725;0.0064172;1.20022e-05;0;0;0;0;0;0.0296988;0.158168;0.234198;0.266681;0.209337;0.081364;0.0195535;0.000999173;0;0;0;0;0;0;0.0549953;0.233052;0.271202;0.221053;0.150193;0.0599329;0.00942545;0.000146307;0;0;0;0;0;0;0.0874404;0.122298;0.143286;0.144396;0.120086;0.0934896;0.0778676;0.062885;0.0469464;0.0351853;0.0264715;0.0201738;0.013806;0.00566863;
Chair/109.off;-0.136845;0.213141;0.324734;0.641842;-0.343478;0;0.003;0.0558;0.1618;0.1296;0.2196;0.192;0.1308;0.0634;0.0408;0.0032;0;0;0;0.0724459;0.0811287;0.115413;0.225324;0.205803;0.162875;0.0812267;0.0409304;0.0142359;0.000617127;0;0;0;0;0.0354728;0.130746;0.155293;0.155108;0.18538;0.17688;0.10326;0.0431008;0.0134923;0.00126549;0;0;0;0;0.0504549;0.193249;0.220596;0.175216;0.137823;0.124946;0.0664415;0.0249635;0.00590979;0.000400994;0;0;0;0;0.102826;0.105889;0.132715;0.154326;0.121466;0.0854004;0.0758577;0.0677064;0.050786;0.0360924;0.0281505;0.0194484;0.0134724;0.00586361;
Chair/110.off;-0.228867;0.68308;-0.210559;0.158319;-0.276397;0.0295648;0.132214;0.203761;0.171712;0.149834;0.134934;0.111518;0.0529801;0.0134816;0;0;0;0;0;0.0835319;0.187631;0.275441;0.253852;0.114588;0.0486382;0.0288711;0.00727978;0.000166018;0;0;0;0;0;0.0403667;0.189261;0.275252;0.276585;0.157208;0.0518103;0.00939841;0.00011855;0;0;0;0;0;0;0.0747804;0.291007;0.321428;0.209853;0.0835654;0.0182365;0.00112589;3.2509e-06;0;0;0;0;0;0;0.0853475;0.132982;0.14639;0.127888;0.10364;0.0859218;0.075107;0.0666122;0.0539495;0.0426603;0.0331107;0.0242035;0.0159449;0.00624164;
Cup/21.off;0.717892;0.858482;0.284321;-0.280352;-0.36956;0;0;0;0.0652;0.2972;0.3466;0.2014;0.077;0.0126;0;0;0;0;0;0.0324435;0.0978815;0.156246;0.20339;0.250272;0.193175;0.0591968;0.00739447;0;0;0;0;0;0;0.00696134;0.0585041;0.133114;0.2013;0.244401;0.230832;0.108682;0.0157924;0.000412524;0;0;0;0;0;0.0142503;0.0848611;0.172842;0.225365;0.224187;0.17067;0.0869907;0.0197392;0.00109518;0;0;0;0;0;0.0486329;0.10786;0.141692;0.152714;0.148037;0.129614;0.0994924;0.069338;0.0443177;0.0275894;0.0163602;0.00884993;0.00429863;0.00120564;
Cup/22.off;0.962897;0.293631;0.389665;-0.0655261;-0.369679;0;0;0;0.065;0.1696;0.2576;0.3346;0.1732;0;0;0;0;0;0;0.0257337;0.0838164;0.132142;0.182141;0.234103;0.226819;0.0975045;0.0177409;0;0;0;0;0;0;0.00490365;0.0429768;0.108018;0.170188;0.216805;0.238241;0.170426;0.0451147;0.00332582;0;0;0;0;0;0.0101253;0.062356;0.136462;0.189817;0.210048;0.189517;0.135709;0.0577915;0.00806035;0.000113816;0;0;0;0;0.044134;0.0998888;0.13684;0.157569;0.15156;0.128388;0.100395;0.0722512;0.0472854;0.0292907;0.0170316;0.00941192;0.00457035;0.00138389;
Cup/23.off;0.5362;0.390617;0.19811;-0.306281;-0.357426;0;0;0;0.0978;0.2862;0.3624;0.222;0.0316;0;0;0;0;0;0;0.0371297;0.110963;0.166405;0.209004;0.248095;0.194977;0.0311114;0.00231348;0;0;0;0;0;0;0.00819572;0.0654245;0.14358;0.211408;0.248727;0.224554;0.0916892;0.00642131;0;0;0;0;0;0;0.015702;0.0937677;0.188367;0.236421;0.22342;0.159579;0.071221;0.0112907;0.000231948;0;0;0;0;0;0.0511904;0.108383;0.137361;0.146691;0.142531;0.128041;0.102314;0.0734558;0.0482912;0.029714;0.0171539;0.00908129;0.00444009;0.00135214;
Cup/24.off;0.940978;0.0260283;0.435572;-0.073355;-0.368879;0;0;0.0056;0.0656;0.1654;0.2464;0.3792;0.1378;0;0;0;0;0;0;0.0248246;0.0857488;0.136172;0.184079;0.234805;0.219122;0.0991402;0.016108;0;0;0;0;0;0;0.00490517;0.041978;0.106323;0.167161;0.211621;0.232036;0.178411;0.0540806;0.00348322;0;0;0;0;0;0.00961345;0.0619639;0.137819;0.200053;0.219174;0.189544;0.125442;0.049461;0.00686381;6.61128e-05;0;0;0;0;0.0442095;0.100275;0.134362;0.154258;0.152856;0.129567;0.10085;0.0733012;0.0474637;0.0294424;0.0176211;0.00961713;0.00470336;0.00147289;
Cup/26.off;1.27214;2.47063;0.739472;0.487354;-0.353912;0;0;0;0.0668;0.1424;0.2476;0.2514;0.2234;0.0684;0;0;0;0;0;0.025167;0.0711491;0.120373;0.179301;0.244287;0.175291;0.125512;0.0526354;0.00625524;3.00059e-05;0;0;0;0;0.00449691;0.0375447;0.0929604;0.152355;0.204397;0.225933;0.185146;0.0792862;0.015782;0.00209739;0;0;0;0;0.00983787;0.0606246;0.130031;0.185633;0.210238;0.193237;0.138746;0.0598237;0.0111004;0.000728249;0;0;0;0;0.0474288;0.100863;0.140853;0.156734;0.148563;0.124625;0.0968941;0.0708102;0.0476237;0.0305001;0.0179846;0.0102554;0.00531742;0.00154769;
Cup/27.off;1.25309;1.2032;0.77425;0.439023;-0.362989;0;0;0;0.0398;0.162;0.2724;0.2432;0.193;0.082;0.0076;0;0;0;0;0.0232108;0.0712027;0.120581;0.167362;0.238337;0.197541;0.130933;0.0474478;0.0033847;0;0;0;0;0;0.00409345;0.0376434;0.0918226;0.151117;0.204677;0.229299;0.181404;0.0829911;0.0150671;0.00188532;0;0;0;0;0.00900974;0.0575512;0.127374;0.180133;0.205662;0.194279;0.141914;0.067249;0.0155335;0.0012885;5.41842e-06;0;0;0;0.0488428;0.102431;0.136262;0.157497;0.150725;0.126838;0.0974319;0.0700224;0.0464117;0.0290268;0.0174427;0.0102113;0.00527994;0.00157707;
Cup/28.off;0.714188;0.863592;0.477839;-0.293439;-0.368786;0;0;0;0.062;0.2946;0.3452;0.2128;0.0768;0.0086;0;0;0;0;0;0.0335228;0.0944093;0.153879;0.202168;0.251349;0.199487;0.0575017;0.00768257;0;0;0;0;0;0;0.00767498;0.0601389;0.134538;0.198676;0.239048;0.23028;0.1133;0.0159737;0.000370139;0;0;0;0;0;0.014894;0.0870965;0.171011;0.220224;0.220959;0.171894;0.0901859;0.022173;0.00156311;0;0;0;0;0;0.0478335;0.106391;0.140423;0.151437;0.147107;0.128841;0.100406;0.0706947;0.0462875;0.0291793;0.0166534;0.00911827;0.00436369;0.00126445;
